Gene symbol	chr	geneID	gene type
ENSG00000228365	chr6	ENSG00000228365	lncRNA
ENSG00000228366	chr9	ENSG00000228366	processed_pseudogene
ENSG00000228367	chr5	ENSG00000228367	processed_pseudogene
ENSG00000228368	chr7	ENSG00000228368	lncRNA
TXNDC12-AS1	chr1	ENSG00000228369	lncRNA
SMIM10L2B-AS1	chrX	ENSG00000228372	lncRNA
ENSG00000228373	chr9	ENSG00000228373	processed_pseudogene
RPL9P13	chr2	ENSG00000228374	processed_pseudogene
RPS20P25	chr9	ENSG00000228375	processed_pseudogene
GAS2L1P2	chr9	ENSG00000228376	transcribed_processed_pseudogene
ENSG00000228379	chrY	ENSG00000228379	lncRNA
MYL6BP1	chr2	ENSG00000228380	processed_pseudogene
ITPKB-IT1	chr1	ENSG00000228382	lncRNA
FAM197Y7	chrY	ENSG00000228383	lncRNA
ENSG00000228384	chr2	ENSG00000228384	lncRNA
ENSG00000228386	chr20	ENSG00000228386	lncRNA
ENSG00000228391	chr2	ENSG00000228391	lncRNA
ENSG00000228392	chr9	ENSG00000228392	lncRNA
LINC01004	chr7	ENSG00000228393	lncRNA
ENSG00000228395	chr9	ENSG00000228395	lncRNA
LINC01635	chr1	ENSG00000228397	lncRNA
HMGN2P25	chr3	ENSG00000228398	processed_pseudogene
ENSG00000228399	chr1	ENSG00000228399	processed_pseudogene
CNTNAP5-DT	chr2	ENSG00000228400	lncRNA
ENSG00000228401	chr9	ENSG00000228401	lncRNA
ENSG00000228403	chr10	ENSG00000228403	lncRNA
ENSG00000228404	chr21	ENSG00000228404	lncRNA
ENSG00000228407	chr1	ENSG00000228407	processed_pseudogene
ENSG00000228408	chr6	ENSG00000228408	lncRNA
CCT6P1	chr7	ENSG00000228409	transcribed_unprocessed_pseudogene
ELOCP24	chrX	ENSG00000228410	processed_pseudogene
CDY4P	chrY	ENSG00000228411	processed_pseudogene
LNC-LBCS	chr6	ENSG00000228412	lncRNA
ARL8BP1	chr3	ENSG00000228413	processed_pseudogene
REL-DT	chr2	ENSG00000228414	lncRNA
PTMAP1	chr6	ENSG00000228415	processed_pseudogene
ENSG00000228417	chr10	ENSG00000228417	lncRNA
LINC01768	chr1	ENSG00000228420	lncRNA
ENSG00000228421	chr7	ENSG00000228421	lncRNA
LINC00687	chr20	ENSG00000228422	lncRNA
ENSG00000228423	chr1	ENSG00000228423	lncRNA
ENSG00000228426	chr10	ENSG00000228426	lncRNA
ENSG00000228427	chrX	ENSG00000228427	lncRNA
ENSG00000228429	chr7	ENSG00000228429	processed_pseudogene
ENSG00000228430	chr9	ENSG00000228430	transcribed_unprocessed_pseudogene
ARL5AP3	chr1	ENSG00000228431	processed_pseudogene
DHFRP2	chr6	ENSG00000228432	transcribed_processed_pseudogene
OR7E23P	chr21	ENSG00000228433	unprocessed_pseudogene
RRAGC-DT	chr1	ENSG00000228436	lncRNA
LINC02474	chr1	ENSG00000228437	lncRNA
ENSG00000228438	chr20	ENSG00000228438	processed_pseudogene
MTND5P6	chr7	ENSG00000228440	unprocessed_pseudogene
ENSG00000228444	chr13	ENSG00000228444	lncRNA
UGT1A2P	chr2	ENSG00000228445	unprocessed_pseudogene
ANKRD49P1	chr2	ENSG00000228446	processed_pseudogene
NLRP7P1	chrX	ENSG00000228450	processed_pseudogene
SDAD1P1	chr8	ENSG00000228451	transcribed_processed_pseudogene
C1orf50-AS1	chr1	ENSG00000228452	lncRNA
RPS15AP9	chr1	ENSG00000228453	processed_pseudogene
LINC01546	chrX	ENSG00000228459	lncRNA
CYP2C59P	chr10	ENSG00000228460	unprocessed_pseudogene
RPS19P7	chr10	ENSG00000228462	processed_pseudogene
ENSG00000228463	chr1	ENSG00000228463	transcribed_processed_pseudogene
ENSG00000228464	chrX	ENSG00000228464	processed_pseudogene
TRAPPC2P10	chrY	ENSG00000228465	unprocessed_pseudogene
TUBB4AP1	chrX	ENSG00000228466	processed_pseudogene
ENSG00000228467	chr9	ENSG00000228467	lncRNA
ENSG00000228470	chr1	ENSG00000228470	lncRNA
ENSG00000228471	chr2	ENSG00000228471	processed_pseudogene
LIN28AP2	chr13	ENSG00000228473	processed_pseudogene
OST4	chr2	ENSG00000228474	protein_coding
CSTP1	chr20	ENSG00000228476	transcribed_unprocessed_pseudogene
ENSG00000228477	chr1	ENSG00000228477	processed_pseudogene
ENSG00000228478	chr6	ENSG00000228478	lncRNA
ENSG00000228480	chr16	ENSG00000228480	unprocessed_pseudogene
PRKCE-AS1	chr2	ENSG00000228481	lncRNA
LINC01713	chr20	ENSG00000228482	lncRNA
ENSG00000228484	chr10	ENSG00000228484	lncRNA
GRK5-IT1	chr10	ENSG00000228485	lncRNA
C2orf92	chr2	ENSG00000228486	protein_coding
ENSG00000228487	chr9	ENSG00000228487	lncRNA
ENSG00000228488	chr2	ENSG00000228488	lncRNA
RPL21P50	chr4	ENSG00000228489	processed_pseudogene
RAB11FIP1P1	chrX	ENSG00000228492	processed_pseudogene
LINC01013	chr6	ENSG00000228495	lncRNA
ENSG00000228496	chr2	ENSG00000228496	lncRNA
TMSB10P1	chr2	ENSG00000228499	processed_pseudogene
RPL15P18	chr13	ENSG00000228501	processed_pseudogene
EEF1A1P11	chr1	ENSG00000228502	processed_pseudogene
ENSG00000228503	chr20	ENSG00000228503	lncRNA
LINC01760	chr1	ENSG00000228504	lncRNA
ENSG00000228505	chr2	ENSG00000228505	lncRNA
PNISR-AS1	chr6	ENSG00000228506	lncRNA
DAP3P2	chr2	ENSG00000228507	processed_pseudogene
ENSG00000228509	chr2	ENSG00000228509	lncRNA
ENSG00000228510	chr9	ENSG00000228510	processed_pseudogene
ENSG00000228513	chr2	ENSG00000228513	processed_pseudogene
CT47A7	chrX	ENSG00000228517	protein_coding
SURF6P1	chrY	ENSG00000228518	processed_pseudogene
RANBP1P1	chrX	ENSG00000228519	processed_pseudogene
ENSG00000228521	chr7	ENSG00000228521	lncRNA
ENSG00000228522	chr9	ENSG00000228522	transcribed_unprocessed_pseudogene
DNAJB6P4	chr1	ENSG00000228523	processed_pseudogene
ENSG00000228525	chr1	ENSG00000228525	processed_pseudogene
MIR34AHG	chr1	ENSG00000228526	lncRNA
ENSG00000228527	chr10	ENSG00000228527	lncRNA
ENSG00000228528	chr2	ENSG00000228528	lncRNA
ENSG00000228530	chr1	ENSG00000228530	processed_pseudogene
SUMO2P21	chrX	ENSG00000228532	processed_pseudogene
LYPLAL1-AS1	chr1	ENSG00000228536	lncRNA
ENSG00000228538	chr2	ENSG00000228538	lncRNA
ENSG00000228539	chr20	ENSG00000228539	lncRNA
ENSG00000228540	chr7	ENSG00000228540	lncRNA
ENSG00000228541	chr2	ENSG00000228541	lncRNA
ENSG00000228543	chrX	ENSG00000228543	lncRNA
CCDC183-AS1	chr9	ENSG00000228544	lncRNA
PMS2P12	chr7	ENSG00000228546	unprocessed_pseudogene
OR7E26P	chr10	ENSG00000228547	unprocessed_pseudogene
ITPKB-AS1	chr1	ENSG00000228548	lncRNA
ENSG00000228549	chr1	ENSG00000228549	lncRNA
ENSG00000228550	chrX	ENSG00000228550	processed_pseudogene
SNRPGP9	chr2	ENSG00000228551	processed_pseudogene
ENSG00000228553	chr10	ENSG00000228553	lncRNA
ENSG00000228554	chr7	ENSG00000228554	lncRNA
HSPA8P17	chr9	ENSG00000228557	processed_pseudogene
ENSG00000228559	chr6	ENSG00000228559	lncRNA
ENSG00000228560	chr1	ENSG00000228560	lncRNA
ENSG00000228561	chr3	ENSG00000228561	lncRNA
ENSG00000228563	chr2	ENSG00000228563	lncRNA
LINC01005	chr7	ENSG00000228564	lncRNA
ENSG00000228566	chr10	ENSG00000228566	lncRNA
VN1R4	chr19	ENSG00000228567	protein_coding
RPS15AP13	chr2	ENSG00000228568	processed_pseudogene
NUTM2E	chr10	ENSG00000228570	protein_coding
HSFY7P	chrY	ENSG00000228571	unprocessed_pseudogene
ENSG00000228572	chrX	ENSG00000228572	unprocessed_pseudogene
ENSG00000228573	chr13	ENSG00000228573	lncRNA
ENSG00000228577	chr2	ENSG00000228577	lncRNA
TUBB1P2	chrY	ENSG00000228578	unprocessed_pseudogene
ENSG00000228585	chr2	ENSG00000228585	processed_pseudogene
ENSG00000228586	chr2	ENSG00000228586	lncRNA
ENSG00000228587	chr22	ENSG00000228587	lncRNA
SPCS2P4	chr1	ENSG00000228589	processed_pseudogene
MIR4432HG	chr2	ENSG00000228590	lncRNA
D21S2088E	chr21	ENSG00000228592	lncRNA
CFTRP1	chr20	ENSG00000228593	unprocessed_pseudogene
FNDC10	chr1	ENSG00000228594	protein_coding
PAICSP2	chr9	ENSG00000228595	processed_pseudogene
ENSG00000228596	chr7	ENSG00000228596	lncRNA
MTND4P1	chr13	ENSG00000228597	processed_pseudogene
MACC1-AS1	chr7	ENSG00000228598	lncRNA
RPL7P52	chr22	ENSG00000228599	processed_pseudogene
POLR2CP1	chr21	ENSG00000228600	processed_pseudogene
RPL39P	chr20	ENSG00000228601	processed_pseudogene
ENSG00000228604	chr20	ENSG00000228604	lncRNA
DCAF8-DT	chr1	ENSG00000228606	lncRNA
CLDN25	chr11	ENSG00000228607	protein_coding
PDCL2P1	chrX	ENSG00000228610	processed_pseudogene
HNF4GP1	chr13	ENSG00000228611	processed_pseudogene
HK2P1	chrX	ENSG00000228612	processed_pseudogene
ENSG00000228613	chr2	ENSG00000228613	lncRNA
CENPNP2	chr2	ENSG00000228615	processed_pseudogene
ENSG00000228618	chr2	ENSG00000228618	lncRNA
ENSG00000228620	chr22	ENSG00000228620	lncRNA
ENSG00000228622	chr22	ENSG00000228622	lncRNA
ZNF883	chr9	ENSG00000228623	protein_coding
HDAC2-AS2	chr6	ENSG00000228624	lncRNA
ENSG00000228625	chr1	ENSG00000228625	lncRNA
ENSG00000228626	chr1	ENSG00000228626	unprocessed_pseudogene
ENSG00000228627	chr7	ENSG00000228627	lncRNA
ENSG00000228629	chr19	ENSG00000228629	lncRNA
HOTAIR	chr12	ENSG00000228630	lncRNA
ENSG00000228634	chr1	ENSG00000228634	lncRNA
LINC02663	chr10	ENSG00000228636	lncRNA
FCF1P2	chr3	ENSG00000228638	transcribed_processed_pseudogene
ROCR	chr17	ENSG00000228639	lncRNA
ENSG00000228643	chr2	ENSG00000228643	lncRNA
PHKG1P2	chr7	ENSG00000228645	processed_pseudogene
RPL31P13	chr1	ENSG00000228646	processed_pseudogene
ENSG00000228648	chr6	ENSG00000228648	lncRNA
SNHG26	chr7	ENSG00000228649	lncRNA
ENSG00000228650	chr5	ENSG00000228650	lncRNA
HNRNPCP7	chr7	ENSG00000228653	processed_pseudogene
ENSG00000228655	chr2	ENSG00000228655	lncRNA
MYO5BP3	chr9	ENSG00000228656	processed_pseudogene
RPL23AP58	chr10	ENSG00000228657	processed_pseudogene
ENSG00000228658	chr9	ENSG00000228658	lncRNA
LINC01201	chrX	ENSG00000228659	lncRNA
VN1R35P	chr7	ENSG00000228660	transcribed_unprocessed_pseudogene
STIM1-AS1	chr11	ENSG00000228661	lncRNA
PSMD10P1	chr20	ENSG00000228663	processed_pseudogene
ENSG00000228664	chr1	ENSG00000228664	processed_pseudogene
RPS27P6	chr1	ENSG00000228665	processed_pseudogene
KRT18P1	chr6	ENSG00000228666	processed_pseudogene
ENSG00000228667	chr10	ENSG00000228667	processed_pseudogene
TRGV5P	chr7	ENSG00000228668	TR_V_pseudogene
LINC00448	chr13	ENSG00000228669	lncRNA
NANOGP2	chr2	ENSG00000228670	processed_pseudogene
PROB1	chr5	ENSG00000228672	protein_coding
PPIAP59	chr19	ENSG00000228674	processed_pseudogene
ENSG00000228675	chr7	ENSG00000228675	lncRNA
TTC3-AS1	chr21	ENSG00000228677	lncRNA
ENSG00000228679	chr6	ENSG00000228679	lncRNA
ENSG00000228680	chr7	ENSG00000228680	lncRNA
ENSG00000228681	chr2	ENSG00000228681	processed_pseudogene
ENSG00000228683	chr10	ENSG00000228683	lncRNA
ENSG00000228685	chr10	ENSG00000228685	processed_pseudogene
ENSG00000228686	chr1	ENSG00000228686	lncRNA
ENSG00000228687	chr1	ENSG00000228687	unprocessed_pseudogene
COL11A2P1	chr6	ENSG00000228688	unprocessed_pseudogene
ENSG00000228689	chr6	ENSG00000228689	lncRNA
ENSG00000228692	chr6	ENSG00000228692	lncRNA
MTND4P18	chr10	ENSG00000228694	processed_pseudogene
CES1P1	chr16	ENSG00000228695	transcribed_unprocessed_pseudogene
ARL17B	chr17	ENSG00000228696	protein_coding
ENSG00000228697	chr1	ENSG00000228697	lncRNA
ENSG00000228700	chr7	ENSG00000228700	processed_pseudogene
TNKS2-DT	chr10	ENSG00000228701	lncRNA
ENSG00000228702	chr10	ENSG00000228702	processed_pseudogene
ENSG00000228703	chr1	ENSG00000228703	lncRNA
LINC00659	chr20	ENSG00000228705	lncRNA
ENSG00000228707	chr9	ENSG00000228707	lncRNA
ENSG00000228708	chr21	ENSG00000228708	lncRNA
LINC02575	chr21	ENSG00000228709	lncRNA
ENSG00000228711	chr7	ENSG00000228711	processed_pseudogene
ENSG00000228714	chr9	ENSG00000228714	lncRNA
DHFR	chr5	ENSG00000228716	protein_coding
NAB1P1	chrX	ENSG00000228717	processed_pseudogene
LINC02521	chr6	ENSG00000228718	lncRNA
ENSG00000228719	chr22	ENSG00000228719	lncRNA
ENSG00000228721	chr2	ENSG00000228721	processed_pseudogene
SRGAP3-AS2	chr3	ENSG00000228723	lncRNA
MTND2P12	chr17	ENSG00000228725	unprocessed_pseudogene
SAPCD1	chr6	ENSG00000228727	protein_coding
PPIAP91	chrX	ENSG00000228728	processed_pseudogene
ENSG00000228729	chr1	ENSG00000228729	processed_pseudogene
LINC02013	chr3	ENSG00000228730	lncRNA
ENSG00000228734	chr1	ENSG00000228734	lncRNA
ENSG00000228735	chr7	ENSG00000228735	lncRNA
ENSG00000228737	chr5	ENSG00000228737	lncRNA
ENSG00000228739	chr9	ENSG00000228739	lncRNA
GABRG3-AS1	chr15	ENSG00000228740	lncRNA
SPATA13	chr13	ENSG00000228741	lncRNA
LINC02577	chr7	ENSG00000228742	lncRNA
RPS3AP30	chr8	ENSG00000228744	processed_pseudogene
ENSG00000228748	chr10	ENSG00000228748	lncRNA
LINC01672	chr1	ENSG00000228750	lncRNA
ENSG00000228751	chr7	ENSG00000228751	processed_pseudogene
EIF4BP2	chr10	ENSG00000228753	processed_pseudogene
RPL13AP19	chr10	ENSG00000228754	processed_pseudogene
PABPC1P8	chr10	ENSG00000228755	processed_pseudogene
ENSG00000228757	chr14	ENSG00000228757	unprocessed_pseudogene
FAF2P1	chr10	ENSG00000228759	processed_pseudogene
LIMS1-AS1	chr2	ENSG00000228763	lncRNA
ZNF885P	chrY	ENSG00000228764	processed_pseudogene
RPL7L1P8	chr3	ENSG00000228766	processed_pseudogene
KRT8P18	chr3	ENSG00000228767	processed_pseudogene
MIR365BHG	chr17	ENSG00000228768	lncRNA
ABCF2P2	chr7	ENSG00000228769	unprocessed_pseudogene
ENSG00000228770	chr7	ENSG00000228770	processed_pseudogene
ENSG00000228771	chrX	ENSG00000228771	unprocessed_pseudogene
ENSG00000228772	chr6	ENSG00000228772	lncRNA
WEE2-AS1	chr7	ENSG00000228775	lncRNA
ENSG00000228776	chr1	ENSG00000228776	processed_pseudogene
LINC02534	chr6	ENSG00000228777	lncRNA
ENSG00000228778	chr10	ENSG00000228778	lncRNA
ENSG00000228779	chr16	ENSG00000228779	lncRNA
ENSG00000228780	chrX	ENSG00000228780	processed_pseudogene
RPL21P84	chr9	ENSG00000228781	processed_pseudogene
MRPL45P2	chr17	ENSG00000228782	transcribed_unprocessed_pseudogene
H3P29	chr9	ENSG00000228783	processed_pseudogene
LINC00954	chr2	ENSG00000228784	lncRNA
SEPTIN14P23	chrY	ENSG00000228786	lncRNA
NLGN4Y-AS1	chrY	ENSG00000228787	lncRNA
HCG22	chr6	ENSG00000228789	lncRNA
ENSG00000228790	chr19	ENSG00000228790	unprocessed_pseudogene
THRB-AS1	chr3	ENSG00000228791	lncRNA
ENSG00000228792	chr1	ENSG00000228792	lncRNA
ENSG00000228793	chr6	ENSG00000228793	lncRNA
LINC01128	chr1	ENSG00000228794	lncRNA
FAM207BP	chr13	ENSG00000228797	processed_pseudogene
LINC01939	chr2	ENSG00000228799	lncRNA
ENSG00000228800	chr10	ENSG00000228800	lncRNA
PCMTD1-DT	chr8	ENSG00000228801	lncRNA
ENSG00000228802	chr2	ENSG00000228802	lncRNA
MTCYBP42	chr7	ENSG00000228803	processed_pseudogene
ENSG00000228804	chr3	ENSG00000228804	lncRNA
ENSG00000228806	chr7	ENSG00000228806	unprocessed_pseudogene
MRPS18CP6	chr22	ENSG00000228807	processed_pseudogene
HMGB3P4	chr13	ENSG00000228808	processed_pseudogene
ENSG00000228809	chr20	ENSG00000228809	lncRNA
PABPC1P11	chr9	ENSG00000228810	processed_pseudogene
LAMA5-AS1	chr20	ENSG00000228812	lncRNA
ENSG00000228814	chr4	ENSG00000228814	transcribed_processed_pseudogene
MARK2P13	chr7	ENSG00000228815	processed_pseudogene
AK3P5	chr10	ENSG00000228816	processed_pseudogene
BACH1-IT2	chr21	ENSG00000228817	lncRNA
ENSG00000228818	chr1	ENSG00000228818	processed_pseudogene
AGKP2	chrX	ENSG00000228819	processed_pseudogene
RPSAP1	chr20	ENSG00000228820	processed_pseudogene
PDE4DIPP10	chr1	ENSG00000228823	unprocessed_pseudogene
MIR4500HG	chr13	ENSG00000228824	lncRNA
LAMTOR3P1	chr13	ENSG00000228825	processed_pseudogene
ENSG00000228826	chr1	ENSG00000228826	lncRNA
ENSG00000228827	chrX	ENSG00000228827	unprocessed_pseudogene
TLK2P2	chr10	ENSG00000228828	processed_pseudogene
ENSG00000228829	chr7	ENSG00000228829	transcribed_unprocessed_pseudogene
ENSG00000228830	chr1	ENSG00000228830	lncRNA
ENSG00000228833	chrX	ENSG00000228833	unprocessed_pseudogene
ATP5MFP2	chr6	ENSG00000228834	processed_pseudogene
ENSG00000228835	chr18	ENSG00000228835	lncRNA
CT45A5	chrX	ENSG00000228836	protein_coding
CBX3P6	chr2	ENSG00000228837	processed_pseudogene
ENSG00000228838	chr1	ENSG00000228838	lncRNA
PIK3IP1-DT	chr22	ENSG00000228839	lncRNA
PCDH9-AS2	chr13	ENSG00000228842	lncRNA
ENSG00000228843	chr9	ENSG00000228843	lncRNA
ENSG00000228844	chr1	ENSG00000228844	processed_pseudogene
ATP5MC2P4	chrX	ENSG00000228847	processed_pseudogene
RPS20P13	chr2	ENSG00000228848	processed_pseudogene
CDY12P	chrY	ENSG00000228850	unprocessed_pseudogene
MTCO3P4	chr7	ENSG00000228851	unprocessed_pseudogene
ENSG00000228852	chr1	ENSG00000228852	lncRNA
NEGR1-IT1	chr1	ENSG00000228853	lncRNA
ENSG00000228855	chrX	ENSG00000228855	processed_pseudogene
USP17L30	chr4	ENSG00000228856	protein_coding
ACTR3-AS1	chr2	ENSG00000228857	lncRNA
ENSG00000228860	chr10	ENSG00000228860	processed_pseudogene
RPL23AP12	chr21	ENSG00000228861	processed_pseudogene
ENSG00000228862	chr8	ENSG00000228862	lncRNA
ENSG00000228863	chr1	ENSG00000228863	lncRNA
MYLKP1	chr3	ENSG00000228868	unprocessed_pseudogene
COX4I1P2	chr13	ENSG00000228869	processed_pseudogene
CSP1	chr2	ENSG00000228872	processed_pseudogene
ENSG00000228873	chr2	ENSG00000228873	lncRNA
RPS24P10	chr3	ENSG00000228874	processed_pseudogene
ENSG00000228876	chr2	ENSG00000228876	lncRNA
ENSG00000228877	chr9	ENSG00000228877	lncRNA
SEPTIN7-DT	chr7	ENSG00000228878	lncRNA
RPL35AP6	chr1	ENSG00000228879	processed_pseudogene
CICP9	chr10	ENSG00000228882	processed_pseudogene
RPL23AP26	chr2	ENSG00000228884	processed_pseudogene
ENSG00000228886	chr13	ENSG00000228886	lncRNA
EEF1DP1	chr19	ENSG00000228887	processed_pseudogene
LINC01428	chr20	ENSG00000228888	lncRNA
UBAC2-AS1	chr13	ENSG00000228889	lncRNA
ENSG00000228897	chr7	ENSG00000228897	processed_pseudogene
MTCO1P43	chr2	ENSG00000228898	unprocessed_pseudogene
HMGN2P36	chr11	ENSG00000228901	processed_pseudogene
ST6GALNAC2P1	chr2	ENSG00000228902	processed_pseudogene
RASA4CP	chr7	ENSG00000228903	transcribed_unprocessed_pseudogene
LINC01803	chr2	ENSG00000228909	lncRNA
OR1H1P	chr9	ENSG00000228914	unprocessed_pseudogene
OR7E128P	chr11	ENSG00000228915	unprocessed_pseudogene
NECTIN4-AS1	chr1	ENSG00000228917	lncRNA
LINC01344	chr1	ENSG00000228918	lncRNA
ENSG00000228919	chr4	ENSG00000228919	lncRNA
ENSG00000228922	chrX	ENSG00000228922	unprocessed_pseudogene
ENSG00000228923	chr22	ENSG00000228923	lncRNA
ENSG00000228925	chr2	ENSG00000228925	lncRNA
TSPY3	chrY	ENSG00000228927	protein_coding
KPNA2P2	chr7	ENSG00000228928	processed_pseudogene
RPS13P2	chr1	ENSG00000228929	processed_pseudogene
MTCO1P3	chr21	ENSG00000228930	processed_pseudogene
ENSG00000228933	chrX	ENSG00000228933	lncRNA
ENSG00000228935	chr20	ENSG00000228935	processed_pseudogene
MTA3P1	chr2	ENSG00000228937	processed_pseudogene
SNRPD2P1	chr10	ENSG00000228938	processed_pseudogene
AKT3-IT1	chr1	ENSG00000228939	lncRNA
ENSG00000228940	chr1	ENSG00000228940	unprocessed_pseudogene
UBE3AP2	chr21	ENSG00000228941	processed_pseudogene
ENSG00000228943	chr1	ENSG00000228943	processed_pseudogene
ENSG00000228944	chr7	ENSG00000228944	lncRNA
CLUHP2	chrY	ENSG00000228945	unprocessed_pseudogene
SLC25A6P5	chr9	ENSG00000228948	processed_pseudogene
UGT1A12P	chr2	ENSG00000228949	unprocessed_pseudogene
ENSG00000228950	chr2	ENSG00000228950	lncRNA
LINC02041	chr3	ENSG00000228952	lncRNA
ENSG00000228953	chr7	ENSG00000228953	processed_pseudogene
RPL7AP82	chr1	ENSG00000228955	processed_pseudogene
SATB1-AS1	chr3	ENSG00000228956	lncRNA
ENSG00000228957	chr9	ENSG00000228957	unprocessed_pseudogene
PIGPP3	chr20	ENSG00000228958	processed_pseudogene
ENSG00000228959	chr20	ENSG00000228959	lncRNA
OR2A9P	chr7	ENSG00000228960	transcribed_unprocessed_pseudogene
LINC01690	chr21	ENSG00000228961	lncRNA
OR7E93P	chr3	ENSG00000228963	unprocessed_pseudogene
RPSAP60	chrX	ENSG00000228965	processed_pseudogene
HOMER2P1	chr14	ENSG00000228966	processed_pseudogene
ENSG00000228968	chr2	ENSG00000228968	lncRNA
UBTFL6	chr2	ENSG00000228970	unprocessed_pseudogene
LINC02607	chr1	ENSG00000228971	lncRNA
ENSG00000228973	chr2	ENSG00000228973	lncRNA
ENSG00000228974	chr7	ENSG00000228974	processed_pseudogene
SUMO2P8	chr6	ENSG00000228976	processed_pseudogene
PPIAP55	chr17	ENSG00000228979	processed_pseudogene
LINC01205	chr3	ENSG00000228980	lncRNA
ENSG00000228981	chr4	ENSG00000228981	processed_pseudogene
ENSG00000228982	chr1	ENSG00000228982	unprocessed_pseudogene
SLC47A1P1	chr17	ENSG00000228983	transcribed_unprocessed_pseudogene
ENSG00000228984	chr8	ENSG00000228984	processed_pseudogene
TRDD3	chr14	ENSG00000228985	TR_D_gene
PHF10P1	chrX	ENSG00000228986	processed_pseudogene
ENSG00000228988	chr1	ENSG00000228988	lncRNA
RPL5P32	chr15	ENSG00000228992	processed_pseudogene
MTND1P9	chr20	ENSG00000228995	processed_pseudogene
ORMDL1P1	chr10	ENSG00000228997	processed_pseudogene
PERPP2	chr15	ENSG00000228998	transcribed_processed_pseudogene
LINC01830	chr2	ENSG00000228999	lncRNA
SEPTIN7P8	chr19	ENSG00000229000	processed_pseudogene
ACTBP14	chr10	ENSG00000229001	processed_pseudogene
ENSG00000229002	chr1	ENSG00000229002	unprocessed_pseudogene
HNF4A-AS1	chr20	ENSG00000229005	lncRNA
EXOSC3P1	chr21	ENSG00000229007	processed_pseudogene
TMPRSS11GP	chr4	ENSG00000229009	transcribed_unprocessed_pseudogene
ENSG00000229010	chr1	ENSG00000229010	processed_pseudogene
LINC01038	chr13	ENSG00000229011	lncRNA
ENSG00000229012	chrX	ENSG00000229012	lncRNA
ENSG00000229013	chr2	ENSG00000229013	processed_pseudogene
RPL30P13	chr12	ENSG00000229014	processed_pseudogene
ENSG00000229015	chrX	ENSG00000229015	transcribed_unprocessed_pseudogene
ENSG00000229016	chr1	ENSG00000229016	processed_pseudogene
LINC01277	chr6	ENSG00000229017	lncRNA
PMS2P7	chr7	ENSG00000229018	unprocessed_pseudogene
ENSG00000229019	chr9	ENSG00000229019	lncRNA
AKR7A2P1	chr1	ENSG00000229020	processed_pseudogene
ENSG00000229021	chr1	ENSG00000229021	lncRNA
RPL6P3	chr1	ENSG00000229022	processed_pseudogene
RAB1AP1	chr2	ENSG00000229023	processed_pseudogene
ENSG00000229025	chr21	ENSG00000229025	lncRNA
HSFY1P1	chr22	ENSG00000229027	transcribed_unprocessed_pseudogene
KRT223P	chr17	ENSG00000229028	transcribed_unprocessed_pseudogene
CDCA4P1	chr9	ENSG00000229029	processed_pseudogene
ENSG00000229030	chrX	ENSG00000229030	processed_pseudogene
MTCO1P25	chr7	ENSG00000229031	unprocessed_pseudogene
ENSG00000229032	chr1	ENSG00000229032	processed_pseudogene
SPRR2C	chr1	ENSG00000229035	unprocessed_pseudogene
